name,node_id,physical_node_id,x_coord,y_coord,route_type,route_id,node_type,directed_route_id,directed_service_id,zone_id,agency_name,geometry,terminal_flag,ctrl_type,agent_type
1020,1000025,1000025,-111.962472,33.378057,3,77,stop,,,,Valley Metro,POINT (-111.962472 33.378057),0,,
1021,1000026,1000026,-111.863466,33.378595,3,77,stop,,,,Valley Metro,POINT (-111.863466 33.378595),0,,
1022,1000027,1000027,-112.065473,33.66256,3,7,stop,,,,Valley Metro,POINT (-112.065473 33.66256),0,,
1023,1000028,1000028,-112.065443,33.666252,3,7,stop,,,,Valley Metro,POINT (-112.065443 33.666252),0,,
1024,1000029,1000029,-112.146273,33.63926,3,170,stop,,,,Valley Metro,POINT (-112.146273 33.63926),0,,
1025,1000030,1000030,-112.08671,33.640037,3,170,stop,,,,Valley Metro,POINT (-112.08671 33.640037),0,,
1026,1000031,1000031,-112.090995,33.640014,3,170,stop,,,,Valley Metro,POINT (-112.090995 33.640014),0,,
1027,1000032,1000032,-112.095044,33.640007,3,170,stop,,,,Valley Metro,POINT (-112.095044 33.640007),0,,
10272,1000033,1000033,-112.06934,33.567025,3,SMRT,stop,,,,Valley Metro,POINT (-112.06934 33.567025),0,,
1028,1000034,1000034,-112.098775,33.639949,3,170,stop,,,,Valley Metro,POINT (-112.098775 33.639949),0,,
1029,1000035,1000035,-112.102793,33.639917,3,170,stop,,,,Valley Metro,POINT (-112.102793 33.639917),0,,
103,1000036,1000036,-111.964278,33.640348,3,170,stop,,,,Valley Metro,POINT (-111.964278 33.640348),0,,
1030,1000037,1000037,-112.107883,33.63987,3,170,stop,,,,Valley Metro,POINT (-112.107883 33.63987),0,,
1031,1000038,1000038,-112.120832,33.639656,3,170,stop,,,,Valley Metro,POINT (-112.120832 33.639656),0,,
1032,1000039,1000039,-112.124594,33.639611,3,170,stop,,,,Valley Metro,POINT (-112.124594 33.639611),0,,
1033,1000040,1000040,-112.129544,33.639527,3,170,stop,,,,Valley Metro,POINT (-112.129544 33.639527),0,,
1034,1000041,1000041,-112.133856,33.639431,3,170,stop,,,,Valley Metro,POINT (-112.133856 33.639431),0,,
1035,1000042,1000042,-112.138293,33.639389,3,170,stop,,,,Valley Metro,POINT (-112.138293 33.639389),0,,
1036,1000043,1000043,-112.142682,33.639314,3,170,stop,,,,Valley Metro,POINT (-112.142682 33.639314),0,,
1037,1000044,1000044,-112.078096,33.640094,3,170,stop,,,,Valley Metro,POINT (-112.078096 33.640094),0,,
1038,1000045,1000045,-112.150981,33.639171,3,170,stop,,,,Valley Metro,POINT (-112.150981 33.639171),0,,
1039,1000046,1000046,-112.160005,33.638998,3,170,stop,,,,Valley Metro,POINT (-112.160005 33.638998),0,,
104,1000047,1000047,-111.959522,33.640296,3,170,stop,,,,Valley Metro,POINT (-111.959522 33.640296),0,,
1040,1000048,1000048,-112.164423,33.638949,3,170,stop,,,,Valley Metro,POINT (-112.164423 33.638949),0,,
1041,1000049,1000049,-112.168585,33.638854,3,170,stop,,,,Valley Metro,POINT (-112.168585 33.638854),0,,
1042,1000050,1000050,-112.172576,33.638824,3,170,stop,,,,Valley Metro,POINT (-112.172576 33.638824),0,,
1043,1000051,1000051,-112.180741,33.638696,3,170,stop,,,,Valley Metro,POINT (-112.180741 33.638696),0,,
1044,1000052,1000052,-112.185652,33.638547,3,170,stop,,,,Valley Metro,POINT (-112.185652 33.638547),0,,
1045,1000053,1000053,-112.19047,33.638503,3,170,stop,,,,Valley Metro,POINT (-112.19047 33.638503),0,,
1046,1000054,1000054,-112.194434,33.638439,3,170,stop,,,,Valley Metro,POINT (-112.194434 33.638439),0,,
1047,1000055,1000055,-112.201064,33.638146,3,170,stop,,,,Valley Metro,POINT (-112.201064 33.638146),0,,
1048,1000056,1000056,-112.206438,33.638118,3,170,stop,,,,Valley Metro,POINT (-112.206438 33.638118),0,,
1049,1000057,1000057,-112.215373,33.638088,3,170,stop,,,,Valley Metro,POINT (-112.215373 33.638088),0,,
105,1000058,1000058,-111.955386,33.640293,3,170,stop,,,,Valley Metro,POINT (-111.955386 33.640293),0,,
1050,1000059,1000059,-112.219745,33.63801,3,170,stop,,,,Valley Metro,POINT (-112.219745 33.63801),0,,
1051,1000060,1000060,-112.082396,33.640028,3,170,stop,,,,Valley Metro,POINT (-112.082396 33.640028),0,,
1052,1000061,1000061,-112.155141,33.639109,3,170,stop,,,,Valley Metro,POINT (-112.155141 33.639109),0,,
1053,1000062,1000062,-112.177329,33.638761,3,170,stop,,,,Valley Metro,POINT (-112.177329 33.638761),0,,
1054,1000063,1000063,-112.198282,33.638314,3,170,stop,,,,Valley Metro,POINT (-112.198282 33.638314),0,,
1055,1000064,1000064,-112.09511,33.52386,3,60,stop,,,,Valley Metro,POINT (-112.09511 33.52386),0,,
1056,1000065,1000065,-112.086136,33.523819,3,60,stop,,,,Valley Metro,POINT (-112.086136 33.523819),0,,
1057,1000066,1000066,-112.093051,33.52385,3,60,stop,,,,Valley Metro,POINT (-112.093051 33.52385),0,,
1058,1000067,1000067,-112.098957,33.523934,3,60,stop,,,,Valley Metro,POINT (-112.098957 33.523934),0,,
1059,1000068,1000068,-112.103072,33.524017,3,60,stop,,,,Valley Metro,POINT (-112.103072 33.524017),0,,
106,1000069,1000069,-111.951199,33.640264,3,170,stop,,,,Valley Metro,POINT (-111.951199 33.640264),0,,
1060,1000070,1000070,-112.107887,33.523983,3,60,stop,,,,Valley Metro,POINT (-112.107887 33.523983),0,,
1061,1000071,1000071,-112.115905,33.523904,3,60,stop,,,,Valley Metro,POINT (-112.115905 33.523904),0,,
1062,1000072,1000072,-112.120875,33.523919,3,60,stop,,,,Valley Metro,POINT (-112.120875 33.523919),0,,
1063,1000073,1000073,-112.125266,33.523901,3,60,stop,,,,Valley Metro,POINT (-112.125266 33.523901),0,,
1064,1000074,1000074,-112.129393,33.523881,3,60,stop,,,,Valley Metro,POINT (-112.129393 33.523881),0,,
1065,1000075,1000075,-112.133681,33.523862,3,60,stop,,,,Valley Metro,POINT (-112.133681 33.523862),0,,
1066,1000076,1000076,-112.13801,33.523864,3,60,stop,,,,Valley Metro,POINT (-112.13801 33.523864),0,,
1067,1000077,1000077,-112.142346,33.523846,3,60,stop,,,,Valley Metro,POINT (-112.142346 33.523846),0,,
1068,1000078,1000078,-112.077413,33.523727,3,60,stop,,,,Valley Metro,POINT (-112.077413 33.523727),0,,
1069,1000079,1000079,-112.150672,33.523782,3,60,stop,,,,Valley Metro,POINT (-112.150672 33.523782),0,,
107,1000080,1000080,-111.947868,33.640322,3,170,stop,,,,Valley Metro,POINT (-111.947868 33.640322),0,,
1070,1000081,1000081,-112.156257,33.523826,3,60,stop,,,,Valley Metro,POINT (-112.156257 33.523826),0,,
1071,1000082,1000082,-112.159197,33.52383,3,60,stop,,,,Valley Metro,POINT (-112.159197 33.52383),0,,
1072,1000083,1000083,-112.163744,33.523853,3,60,stop,,,,Valley Metro,POINT (-112.163744 33.523853),0,,
1073,1000084,1000084,-112.16771,33.52381,3,60,stop,,,,Valley Metro,POINT (-112.16771 33.52381),0,,
1074,1000085,1000085,-112.176814,33.523909,3,60,stop,,,,Valley Metro,POINT (-112.176814 33.523909),0,,
1075,1000086,1000086,-112.18125,33.523936,3,60,stop,,,,Valley Metro,POINT (-112.18125 33.523936),0,,
1076,1000087,1000087,-112.185569,33.52396,3,60,stop,,,,Valley Metro,POINT (-112.185569 33.52396),0,,
1077,1000088,1000088,-112.190177,33.523906,3,60,stop,,,,Valley Metro,POINT (-112.190177 33.523906),0,,
1078,1000089,1000089,-112.194566,33.523872,3,60,stop,,,,Valley Metro,POINT (-112.194566 33.523872),0,,
1079,1000090,1000090,-112.202662,33.523707,3,60,stop,,,,Valley Metro,POINT (-112.202662 33.523707),0,,
108,1000091,1000091,-111.942456,33.64026,3,170,stop,,,,Valley Metro,POINT (-111.942456 33.64026),0,,
1080,1000092,1000092,-112.081716,33.523758,3,60,stop,,,,Valley Metro,POINT (-112.081716 33.523758),0,,
1081,1000093,1000093,-112.170605,33.523886,3,60,stop,,,,Valley Metro,POINT (-112.170605 33.523886),0,,
1083,1000094,1000094,-112.147537,33.523825,3,60,stop,,,,Valley Metro,POINT (-112.147537 33.523825),0,,
1084,1000095,1000095,-112.199784,33.523797,3,60,stop,,,,Valley Metro,POINT (-112.199784 33.523797),0,,
1085,1000096,1000096,-112.111139,33.523959,3,60,stop,,,,Valley Metro,POINT (-112.111139 33.523959),0,,
1086,1000097,1000097,-111.944269,33.407246,3,45,stop,,,,Valley Metro,POINT (-111.944269 33.407246),0,,
1087,1000098,1000098,-112.090158,33.406636,3,45,stop,,,,Valley Metro,POINT (-112.090158 33.406636),0,,
1088,1000099,1000099,-111.977504,33.40719,3,45,stop,,,,Valley Metro,POINT (-111.977504 33.40719),0,,
1089,1000100,1000100,-112.081415,33.406605,3,45,stop,,,,Valley Metro,POINT (-112.081415 33.406605),0,,
109,1000101,1000101,-111.937968,33.640257,3,170,stop,,,,Valley Metro,POINT (-111.937968 33.640257),0,,
1090,1000102,1000102,-111.856107,33.407476,3,45,stop,,,,Valley Metro,POINT (-111.856107 33.407476),0,,
1091,1000103,1000103,-111.965345,33.407347,3,45,stop,,,,Valley Metro,POINT (-111.965345 33.407347),0,,
1092,1000104,1000104,-111.839479,33.407756,3,45,stop,,,,Valley Metro,POINT (-111.839479 33.407756),0,,
1093,1000105,1000105,-111.958065,33.407288,3,45,stop,,,,Valley Metro,POINT (-111.958065 33.407288),0,,
1094,1000106,1000106,-111.84406,33.407679,3,45,stop,,,,Valley Metro,POINT (-111.84406 33.407679),0,,
1095,1000107,1000107,-111.873629,33.407404,3,45,stop,,,,Valley Metro,POINT (-111.873629 33.407404),0,,
1096,1000108,1000108,-111.886773,33.407379,3,45,stop,,,,Valley Metro,POINT (-111.886773 33.407379),0,,
1097,1000109,1000109,-111.848003,33.407626,3,45,stop,,,,Valley Metro,POINT (-111.848003 33.407626),0,,
1098,1000110,1000110,-111.95175,33.40726,3,45,stop,,,,Valley Metro,POINT (-111.95175 33.40726),0,,
1099,1000111,1000111,-111.954521,33.407288,3,45,stop,,,,Valley Metro,POINT (-111.954521 33.407288),0,,
11,1000112,1000112,-111.938817,33.42537,3,48,stop,,,,Valley Metro,POINT (-111.938817 33.42537),0,,
110,1000113,1000113,-111.933459,33.639731,3,170,stop,,,,Valley Metro,POINT (-111.933459 33.639731),0,,
1100,1000114,1000114,-111.865186,33.407483,3,45,stop,,,,Valley Metro,POINT (-111.865186 33.407483),0,,
1101,1000115,1000115,-111.83375,33.407735,3,45,stop,,,,Valley Metro,POINT (-111.83375 33.407735),0,,
1102,1000116,1000116,-112.065359,33.670172,3,7,stop,,,,Valley Metro,POINT (-112.065359 33.670172),0,,
1103,1000117,1000117,-111.960292,33.40732,3,45,stop,,,,Valley Metro,POINT (-111.960292 33.40732),0,,
1104,1000118,1000118,-111.836447,33.407769,3,45,stop,,,,Valley Metro,POINT (-111.836447 33.407769),0,,
1105,1000119,1000119,-111.947428,33.407258,3,45,stop,,,,Valley Metro,POINT (-111.947428 33.407258),0,,
1106,1000120,1000120,-111.882874,33.407394,3,45,stop,,,,Valley Metro,POINT (-111.882874 33.407394),0,,
1107,1000121,1000121,-111.867658,33.407486,3,45,stop,,,,Valley Metro,POINT (-111.867658 33.407486),0,,
1108,1000122,1000122,-111.860758,33.407507,3,45,stop,,,,Valley Metro,POINT (-111.860758 33.407507),0,,
1109,1000123,1000123,-112.065465,33.673782,3,7,stop,,,,Valley Metro,POINT (-112.065465 33.673782),0,,
111,1000124,1000124,-112.065003,33.640121,3,170,stop,,,,Valley Metro,POINT (-112.065003 33.640121),0,,
1110,1000125,1000125,-112.065418,33.677152,3,7,stop,,,,Valley Metro,POINT (-112.065418 33.677152),0,,
1111,1000126,1000126,-111.878313,33.407433,3,45,stop,,,,Valley Metro,POINT (-111.878313 33.407433),0,,
1112,1000127,1000127,-112.085198,33.406617,3,45,stop,,,,Valley Metro,POINT (-112.085198 33.406617),0,,
1114,1000128,1000128,-111.852828,33.407571,3,45,stop,,,,Valley Metro,POINT (-111.852828 33.407571),0,,
1115,1000129,1000129,-112.125468,33.436827,3,13,stop,,,,Valley Metro,POINT (-112.125468 33.436827),0,,
1116,1000130,1000130,-112.197785,33.437073,3,13,stop,,,,Valley Metro,POINT (-112.197785 33.437073),0,,
1117,1000131,1000131,-112.090771,33.436656,3,13,stop,,,,Valley Metro,POINT (-112.090771 33.436656),0,,
1118,1000132,1000132,-112.095323,33.436651,3,13,stop,,,,Valley Metro,POINT (-112.095323 33.436651),0,,
1119,1000133,1000133,-112.099485,33.436643,3,13,stop,,,,Valley Metro,POINT (-112.099485 33.436643),0,,
112,1000134,1000134,-112.060745,33.640164,3,170,stop,,,,Valley Metro,POINT (-112.060745 33.640164),0,,
1120,1000135,1000135,-112.112605,33.436715,3,13,stop,,,,Valley Metro,POINT (-112.112605 33.436715),0,,
1121,1000136,1000136,-112.065472,33.680626,3,7,stop,,,,Valley Metro,POINT (-112.065472 33.680626),0,,
1122,1000137,1000137,-112.116659,33.436678,3,13,stop,,,,Valley Metro,POINT (-112.116659 33.436678),0,,
1123,1000138,1000138,-112.121354,33.436775,3,13,stop,,,,Valley Metro,POINT (-112.121354 33.436775),0,,
1124,1000139,1000139,-112.066387,33.684022,3,7,stop,,,,Valley Metro,POINT (-112.066387 33.684022),0,,
1125,1000140,1000140,-112.074676,33.683893,3,7,stop,,,,Valley Metro,POINT (-112.074676 33.683893),0,,
1126,1000141,1000141,-112.129924,33.436825,3,13,stop,,,,Valley Metro,POINT (-112.129924 33.436825),0,,
1127,1000142,1000142,-112.134136,33.436784,3,13,stop,,,,Valley Metro,POINT (-112.134136 33.436784),0,,
1128,1000143,1000143,-112.138373,33.436793,3,13,stop,,,,Valley Metro,POINT (-112.138373 33.436793),0,,
1129,1000144,1000144,-112.142631,33.436803,3,13,stop,,,,Valley Metro,POINT (-112.142631 33.436803),0,,
113,1000145,1000145,-112.030328,33.64033,3,170,stop,,,,Valley Metro,POINT (-112.030328 33.64033),0,,
1130,1000146,1000146,-112.146671,33.436789,3,13,stop,,,,Valley Metro,POINT (-112.146671 33.436789),0,,
1131,1000147,1000147,-112.151305,33.436792,3,13,stop,,,,Valley Metro,POINT (-112.151305 33.436792),0,,
1132,1000148,1000148,-112.159948,33.436727,3,13,stop,,,,Valley Metro,POINT (-112.159948 33.436727),0,,
1133,1000149,1000149,-112.078858,33.436991,3,13,stop,,,,Valley Metro,POINT (-112.078858 33.436991),0,,
1134,1000150,1000150,-112.16877,33.436635,3,13,stop,,,,Valley Metro,POINT (-112.16877 33.436635),0,,
1135,1000151,1000151,-112.174793,33.436745,3,13,stop,,,,Valley Metro,POINT (-112.174793 33.436745),0,,
1136,1000152,1000152,-112.180323,33.436827,3,13,stop,,,,Valley Metro,POINT (-112.180323 33.436827),0,,
1137,1000153,1000153,-112.184583,33.436832,3,13,stop,,,,Valley Metro,POINT (-112.184583 33.436832),0,,
1138,1000154,1000154,-112.194857,33.437032,3,13,stop,,,,Valley Metro,POINT (-112.194857 33.437032),0,,
1139,1000155,1000155,-112.202473,33.437044,3,13,stop,,,,Valley Metro,POINT (-112.202473 33.437044),0,,
114,1000156,1000156,-112.073938,33.640092,3,170,stop,,,,Valley Metro,POINT (-112.073938 33.640092),0,,
1140,1000157,1000157,-112.08192,33.436779,3,13,stop,,,,Valley Metro,POINT (-112.08192 33.436779),0,,
1141,1000158,1000158,-112.107174,33.436682,3,13,stop,,,,Valley Metro,POINT (-112.107174 33.436682),0,,
1142,1000159,1000159,-112.073209,33.436736,3,13,stop,,,,Valley Metro,POINT (-112.073209 33.436736),0,,
1143,1000160,1000160,-112.10393,33.436668,3,13,stop,,,,Valley Metro,POINT (-112.10393 33.436668),0,,
1144,1000161,1000161,-112.086449,33.436678,3,13,stop,,,,Valley Metro,POINT (-112.086449 33.436678),0,,
1145,1000162,1000162,-112.137798,33.596279,3,122,stop,,,,Valley Metro,POINT (-112.137798 33.596279),0,,
1146,1000163,1000163,-112.153868,33.596229,3,122,stop,,,,Valley Metro,POINT (-112.153868 33.596229),0,,
1147,1000164,1000164,-112.103521,33.596405,3,122,stop,,,,Valley Metro,POINT (-112.103521 33.596405),0,,
1148,1000165,1000165,-112.107404,33.596315,3,122,stop,,,,Valley Metro,POINT (-112.107404 33.596315),0,,
1149,1000166,1000166,-112.119652,33.596271,3,122,stop,,,,Valley Metro,POINT (-112.119652 33.596271),0,,
115,1000167,1000167,-111.977078,33.640396,3,170,stop,,,,Valley Metro,POINT (-111.977078 33.640396),0,,
1150,1000168,1000168,-112.124971,33.596302,3,122,stop,,,,Valley Metro,POINT (-112.124971 33.596302),0,,
1151,1000169,1000169,-112.128957,33.596296,3,122,stop,,,,Valley Metro,POINT (-112.128957 33.596296),0,,
1152,1000170,1000170,-112.133351,33.596234,3,122,stop,,,,Valley Metro,POINT (-112.133351 33.596234),0,,
1153,1000171,1000171,-112.14219,33.596255,3,122,stop,,,,Valley Metro,POINT (-112.14219 33.596255),0,,
1154,1000172,1000172,-112.146393,33.596258,3,122,stop,,,,Valley Metro,POINT (-112.146393 33.596258),0,,
1155,1000173,1000173,-112.078276,33.683887,3,7,stop,,,,Valley Metro,POINT (-112.078276 33.683887),0,,
1156,1000174,1000174,-112.150551,33.596224,3,122,stop,,,,Valley Metro,POINT (-112.150551 33.596224),0,,
1157,1000175,1000175,-112.156628,33.596225,3,122,stop,,,,Valley Metro,POINT (-112.156628 33.596225),0,,
1158,1000176,1000176,-112.159412,33.596216,3,122,stop,,,,Valley Metro,POINT (-112.159412 33.596216),0,,
1159,1000177,1000177,-112.16379,33.596234,3,122,stop,,,,Valley Metro,POINT (-112.16379 33.596234),0,,
116,1000178,1000178,-111.928737,33.638706,3,170,stop,,,,Valley Metro,POINT (-111.928737 33.638706),0,,
1160,1000179,1000179,-112.167987,33.596203,3,122,stop,,,,Valley Metro,POINT (-112.167987 33.596203),0,,
1161,1000180,1000180,-112.112553,33.59631,3,122,stop,,,,Valley Metro,POINT (-112.112553 33.59631),0,,
1162,1000181,1000181,-112.159696,33.509335,3,50,stop,,,,Valley Metro,POINT (-112.159696 33.509335),0,,
1163,1000182,1000182,-112.085456,33.509235,3,50,stop,,,,Valley Metro,POINT (-112.085456 33.509235),0,,
1164,1000183,1000183,-112.090211,33.509327,3,50,stop,,,,Valley Metro,POINT (-112.090211 33.509327),0,,
1165,1000184,1000184,-112.095094,33.509387,3,50,stop,,,,Valley Metro,POINT (-112.095094 33.509387),0,,
1166,1000185,1000185,-112.099068,33.50934,3,50,stop,,,,Valley Metro,POINT (-112.099068 33.50934),0,,
1167,1000186,1000186,-112.103808,33.509469,3,50,stop,,,,Valley Metro,POINT (-112.103808 33.509469),0,,
1168,1000187,1000187,-112.108019,33.509431,3,50,stop,,,,Valley Metro,POINT (-112.108019 33.509431),0,,
1169,1000188,1000188,-112.116375,33.509326,3,50,stop,,,,Valley Metro,POINT (-112.116375 33.509326),0,,
117,1000189,1000189,-112.060126,33.523632,3,60,stop,,,,Valley Metro,POINT (-112.060126 33.523632),0,,
1170,1000190,1000190,-112.125158,33.509352,3,50,stop,,,,Valley Metro,POINT (-112.125158 33.509352),0,,
1171,1000191,1000191,-112.129323,33.509352,3,50,stop,,,,Valley Metro,POINT (-112.129323 33.509352),0,,
1172,1000192,1000192,-112.133713,33.50931,3,50,stop,,,,Valley Metro,POINT (-112.133713 33.50931),0,,
1173,1000193,1000193,-112.137838,33.509335,3,50,stop,,,,Valley Metro,POINT (-112.137838 33.509335),0,,
1174,1000194,1000194,-112.142123,33.509307,3,50,stop,,,,Valley Metro,POINT (-112.142123 33.509307),0,,
1175,1000195,1000195,-112.077544,33.509106,3,50,stop,,,,Valley Metro,POINT (-112.077544 33.509106),0,,
1176,1000196,1000196,-112.155016,33.509331,3,50,stop,,,,Valley Metro,POINT (-112.155016 33.509331),0,,
1177,1000197,1000197,-112.168181,33.509309,3,50,stop,,,,Valley Metro,POINT (-112.168181 33.509309),0,,
1178,1000198,1000198,-112.172553,33.509373,3,50,stop,,,,Valley Metro,POINT (-112.172553 33.509373),0,,
1179,1000199,1000199,-112.17705,33.509416,3,50,stop,,,,Valley Metro,POINT (-112.17705 33.509416),0,,
118,1000200,1000200,-112.055707,33.523632,3,60,stop,,,,Valley Metro,POINT (-112.055707 33.523632),0,,
1180,1000201,1000201,-112.181639,33.509446,3,50,stop,,,,Valley Metro,POINT (-112.181639 33.509446),0,,
1181,1000202,1000202,-112.185692,33.509436,3,50,stop,,,,Valley Metro,POINT (-112.185692 33.509436),0,,
1182,1000203,1000203,-112.191161,33.509404,3,50,stop,,,,Valley Metro,POINT (-112.191161 33.509404),0,,
1183,1000204,1000204,-112.194713,33.509353,3,50,stop,,,,Valley Metro,POINT (-112.194713 33.509353),0,,
1184,1000205,1000205,-112.081847,33.509049,3,50,stop,,,,Valley Metro,POINT (-112.081847 33.509049),0,,
1185,1000206,1000206,-112.110818,33.509409,3,50,stop,,,,Valley Metro,POINT (-112.110818 33.509409),0,,
1186,1000207,1000207,-112.15088,33.509299,3,50,stop,,,,Valley Metro,POINT (-112.15088 33.509299),0,,
1187,1000208,1000208,-112.144996,33.509317,3,50,stop,,,,Valley Metro,POINT (-112.144996 33.509317),0,,
1188,1000209,1000209,-112.121573,33.509357,3,50,stop,,,,Valley Metro,POINT (-112.121573 33.509357),0,,
119,1000210,1000210,-112.052251,33.523627,3,60,stop,,,,Valley Metro,POINT (-112.052251 33.523627),0,,
1197,1000211,1000211,-111.853886,33.305945,3,156,stop,,,,Valley Metro,POINT (-111.853886 33.305945),0,,
1198,1000212,1000212,-112.077324,33.683581,3,7,stop,,,,Valley Metro,POINT (-112.077324 33.683581),0,,
1199,1000213,1000213,-111.962123,33.305125,3,156,stop,,,,Valley Metro,POINT (-111.962123 33.305125),0,,
120,1000214,1000214,-112.069091,33.523672,3,60,stop,,,,Valley Metro,POINT (-112.069091 33.523672),0,,
1200,1000215,1000215,-111.858313,33.305895,3,156,stop,,,,Valley Metro,POINT (-111.858313 33.305895),0,,
1201,1000216,1000216,-111.955496,33.305139,3,156,stop,,,,Valley Metro,POINT (-111.955496 33.305139),0,,
1202,1000217,1000217,-111.901769,33.30546,3,156,stop,,,,Valley Metro,POINT (-111.901769 33.30546),0,,
1203,1000218,1000218,-112.073699,33.683597,3,7,stop,,,,Valley Metro,POINT (-112.073699 33.683597),0,,
1205,1000219,1000219,-111.875809,33.305811,3,156,stop,,,,Valley Metro,POINT (-111.875809 33.305811),0,,
1206,1000220,1000220,-111.933966,33.305257,3,156,stop,,,,Valley Metro,POINT (-111.933966 33.305257),0,,
1207,1000221,1000221,-111.919497,33.305295,3,72,stop,,,,Valley Metro,POINT (-111.919497 33.305295),0,,
1208,1000222,1000222,-111.941181,33.305227,3,156,stop,,,,Valley Metro,POINT (-111.941181 33.305227),0,,
1209,1000223,1000223,-111.910647,33.305259,3,72,stop,,,,Valley Metro,POINT (-111.910647 33.305259),0,,
121,1000224,1000224,-112.064388,33.523642,3,60,stop,,,,Valley Metro,POINT (-112.064388 33.523642),0,,
1210,1000225,1000225,-111.897127,33.305565,3,156,stop,,,,Valley Metro,POINT (-111.897127 33.305565),0,,
1212,1000226,1000226,-111.871272,33.305824,3,156,stop,,,,Valley Metro,POINT (-111.871272 33.305824),0,,
1213,1000227,1000227,-111.892029,33.30573,3,156,stop,,,,Valley Metro,POINT (-111.892029 33.30573),0,,
1214,1000228,1000228,-111.950591,33.305169,3,156,stop,,,,Valley Metro,POINT (-111.950591 33.305169),0,,
1215,1000229,1000229,-111.927946,33.305261,3,72,stop,,,,Valley Metro,POINT (-111.927946 33.305261),0,,
1216,1000230,1000230,-111.923333,33.305296,3,72,stop,,,,Valley Metro,POINT (-111.923333 33.305296),0,,
1217,1000231,1000231,-111.863135,33.305901,3,156,stop,,,,Valley Metro,POINT (-111.863135 33.305901),0,,
1218,1000232,1000232,-111.879936,33.305786,3,156,stop,,,,Valley Metro,POINT (-111.879936 33.305786),0,,
122,1000233,1000233,-112.07304,33.523691,3,60,stop,,,,Valley Metro,POINT (-112.07304 33.523691),0,,
1220,1000234,1000234,-111.866904,33.30587,3,156,stop,,,,Valley Metro,POINT (-111.866904 33.30587),0,,
1223,1000235,1000235,-112.129326,33.578043,3,35,stop,,,,Valley Metro,POINT (-112.129326 33.578043),0,,
1224,1000236,1000236,-112.127195,33.576289,3,35,stop,,,,Valley Metro,POINT (-112.127195 33.576289),0,,
1226,1000237,1000237,-112.124124,33.620994,3,27,stop,,,,Valley Metro,POINT (-112.124124 33.620994),0,,
1227,1000238,1000238,-112.065883,33.683193,3,7,stop,,,,Valley Metro,POINT (-112.065883 33.683193),0,,
