gate_node_id,belong_yard,x_coord,y_coord,direction,yard_node_id,closest_in,closest_out,resolution_type
390379,625,-91.115407,41.370374,in,,1,1,Gate
353590,631,-98.203329,44.364727,out,,1,1,Gate
490379,639,-73.925645,42.842242,in,,1,1,Gate
392134,642,-90.616421,41.50559,out,,1,1,Gate
496230,645,-68.867473,44.791501,in,,1,1,Gate
403364,652,-89.10478,42.270444,out,,1,1,Gate
367972,660,-95.629919,44.235391,in,,1,1,Gate
403922,664,-89.038563,42.495717,out,,1,1,Gate
486372,671,-74.539617,40.560531,in,,1,1,Gate
486387,671,-74.525203,40.561166,out,,1,1,Gate
489545,674,-74.071733,40.765726,in,,1,1,Gate
488379,676,-74.148429,40.708626,out,,1,1,Gate
488033,682,-74.179667,40.663522,in,,1,1,Gate
487571,686,-74.224144,40.717044,in,,1,1,Gate
442004,692,-82.970332,42.380219,out,,1,1,Gate
485215,698,-75.036648,39.411122,in,,1,1,Gate
485955,699,-74.764473,40.186407,out,,1,1,Gate
415754,733,-87.543613,41.646244,in,,1,1,Gate
456285,738,-80.636301,33.863095,out,,1,1,Gate
474274,742,-77.438563,37.458438,out,,1,1,Gate
474266,742,-77.438708,37.464941,out,,1,1,Gate
439011,748,-83.402083,33.971301,out,,1,1,Gate
435984,751,-83.946412,33.981577,out,,1,1,Gate
436373,753,-83.871405,34.001514,in,,1,1,Gate
471216,762,-78.21481,42.99223,in,,1,1,Gate
478632,764,-76.58751,39.23253,out,,1,1,Gate
480532,766,-76.198732,43.063519,in,,1,1,Gate
448094,777,-81.930635,27.866259,in,,1,1,Gate
468554,778,-78.848581,35.739464,in,,1,1,Gate
433400,781,-84.35852,33.754067,out,,1,1,Gate
423571,788,-86.363687,37.017733,out,,1,1,Gate
429793,795,-84.9347,34.537612,in,,1,1,Gate
454022,797,-81.020139,33.8771,out,,1,1,Gate
430324,799,-84.801593,34.179467,out,,1,1,Gate
449719,803,-81.682667,27.930997,in,,1,1,Gate
483732,811,-75.358297,39.858368,out,,1,1,Gate
474339,817,-77.434996,37.456971,out,,1,1,Gate
474527,819,-77.420257,37.172489,out,,1,1,Gate
453864,822,-81.059935,33.918267,out,,1,1,Gate
423651,826,-86.350812,33.393238,in,,1,1,Gate
464111,839,-79.842422,40.39169,in,,1,1,Gate
441287,841,-83.071883,42.318556,in,,1,1,Gate
480932,843,-76.068611,43.063047,in,,1,1,Gate
474085,845,-77.460121,39.209529,out,,1,1,Gate
468300,852,-78.87674,35.978775,out,,1,1,Gate
416114,855,-87.50096,41.630273,in,,1,1,Gate
431848,864,-84.536056,35.300133,in,,1,1,Gate
484706,871,-75.148523,39.908517,in,,1,1,Gate
444733,881,-82.492317,42.867765,in,,1,1,Gate
494146,882,-71.41875,42.27428,out,,1,1,Gate
490603,883,-73.889173,40.707402,out,,1,1,Gate
431994,885,-84.514283,33.725723,out,,1,1,Gate
474570,886,-77.413775,37.516259,in,,1,1,Gate
437512,897,-83.637986,42.929178,in,,1,1,Gate
496410,900,-68.642538,44.92855,in,,1,1,Gate
474807,901,-77.358267,35.675669,in,,1,1,Gate
418734,903,-87.156746,36.643853,in,,1,1,Gate
438364,917,-83.507407,40.283354,out,,1,1,Gate
438048,918,-83.543972,40.320995,in,,1,1,Gate
438068,921,-83.542191,40.312112,out,,1,1,Gate
432873,927,-84.417537,33.792166,in,,1,1,Gate
447699,930,-81.977531,27.825086,in,,1,1,Gate
459561,931,-80.231493,36.032341,in,,1,1,Gate
449619,935,-81.689295,30.337313,in,,1,1,Gate
449676,935,-81.685415,30.334304,out,,1,1,Gate
420442,946,-86.877227,40.444729,out,,1,1,Gate
494626,948,-71.161221,42.695097,out,,1,1,Gate
454929,955,-80.876586,41.178866,in,,1,1,Gate
494529,963,-71.223921,42.039637,in,,1,1,Gate
443221,967,-82.754435,37.57357,in,,1,1,Gate
460693,973,-80.064085,40.481137,out,,1,1,Gate
439414,979,-83.344838,42.376192,in,,1,1,Gate
420417,986,-86.878727,40.860428,out,,1,1,Gate
447524,993,-81.991901,27.909439,out,,1,1,Gate
421807,995,-86.77047,36.145674,out,,1,1,Gate
421869,1000,-86.762047,41.775419,in,,1,1,Gate
493277,1002,-72.023083,42.221788,out,,1,1,Gate
447170,1004,-82.048537,27.836131,in,,1,1,Gate
462990,1008,-79.885379,40.078028,in,,1,1,Gate
414966,1012,-87.614963,40.13992,out,,1,1,Gate
494138,1016,-71.420894,42.278964,out,,1,1,Gate
419651,1026,-86.983426,34.615771,out,,1,1,Gate
458798,1034,-80.260341,26.905836,out,,1,1,Gate
492956,1035,-72.330103,42.156346,in,,1,1,Gate
478887,1042,-76.554036,39.266046,in,,1,1,Gate
491705,1046,-73.207421,42.468287,out,,1,1,Gate
447642,1055,-81.981626,27.917507,out,,1,1,Gate
457422,1058,-80.444295,33.239341,in,,1,1,Gate
457546,1060,-80.409983,33.828992,in,,1,1,Gate
453186,1069,-81.169406,37.756832,in,,1,1,Gate
494707,1072,-71.136718,42.231876,out,,1,1,Gate
448116,1108,-81.92849,34.962457,in,,1,1,Gate
443703,1112,-82.659615,27.783926,out,,1,1,Gate
447489,1142,-81.995931,33.463975,in,,1,1,Gate
350609,1167,-99.329279,31.139277,out,,1,1,Gate
445530,1168,-82.395346,40.056706,in,,1,1,Gate
449812,1171,-81.677497,41.464265,in,,1,1,Gate
360787,1174,-96.900331,32.814114,in,,1,1,Gate
404368,1179,-88.943085,39.847686,in,,1,1,Gate
481915,1187,-75.783216,39.823535,in,,1,1,Gate
455320,1195,-80.818892,28.651134,in,,1,1,Gate
455913,1196,-80.712487,28.315375,out,,1,1,Gate
477098,1210,-76.868377,42.706318,out,,1,1,Gate
351158,1212,-98.986097,35.508804,in,,1,1,Gate
401987,1214,-89.41536,45.64245,in,,1,1,Gate
385372,1218,-92.410428,33.814145,out,,1,1,Gate
427867,1236,-85.415951,44.256472,out,,1,1,Gate
427900,1237,-85.407339,44.266638,in,,1,1,Gate
492852,1239,-72.443139,43.136622,in,,1,1,Gate
434694,1248,-84.149893,31.585662,in,,1,1,Gate
429231,1249,-85.095635,31.287242,in,,1,1,Gate
436193,1255,-83.914256,43.631031,in,,1,1,Gate
436776,1257,-83.777888,31.970267,in,,1,1,Gate
497855,1269,-92.336328,42.494018,in,,1,1,Gate
385610,1272,-92.317715,42.502517,in,,1,1,Gate
415049,1290,-87.610282,39.004958,in,,1,1,Gate
436646,1295,-83.803013,40.008087,in,,1,1,Gate
432931,1296,-84.407317,39.130118,out,,1,1,Gate
445453,1299,-82.399502,39.53457,in,,1,1,Gate
418155,1300,-87.283876,38.465714,in,,1,1,Gate
431474,1303,-84.573635,42.722183,in,,1,1,Gate
432013,1304,-84.51072,42.651694,out,,1,1,Gate
311287,1307,-121.91298,37.341442,out,,1,1,Gate
376714,1321,-94.336484,34.038655,out,,1,1,Gate
379125,1323,-93.791072,32.502903,out,,1,1,Gate
365073,1325,-96.122307,33.136069,out,,1,1,Gate
376546,1330,-94.357502,32.765826,out,,1,1,Gate
365738,1332,-95.991471,29.453139,in,,1,1,Gate
378552,1348,-93.954946,29.844914,in,,1,1,Gate
350270,1352,-99.480614,27.501087,in,,1,1,Gate
379279,1353,-93.759988,32.492231,out,,1,1,Gate
451382,1370,-81.514093,38.209921,out,,1,1,Gate
353878,1381,-98.093243,39.454041,out,,1,1,Gate
352078,1383,-98.546064,39.502161,in,,1,1,Gate
322799,1386,-118.15047,33.988256,out,,1,1,Gate
497907,1405,-87.689326,46.485348,out,,1,1,Gate
483798,1414,-75.336691,40.61115,out,,1,1,Gate
494734,1420,-71.131457,42.3562,in,,1,1,Gate
493052,1429,-72.23422,42.257396,in,,1,1,Gate
486754,1434,-74.403539,40.821704,out,,1,1,Gate
490585,1448,-73.892908,41.205635,in,,1,1,Gate
486089,1450,-74.699709,41.379602,in,,1,1,Gate
491315,1451,-73.535603,41.049277,in,,1,1,Gate
424139,1458,-86.26282,43.202239,out,,1,1,Gate
424247,1459,-86.241064,43.24361,out,,1,1,Gate
474376,1462,-77.433566,41.132531,out,,1,1,Gate
311190,1467,-121.93704,37.594515,in,,1,1,Gate
433145,1469,-84.386086,41.276797,out,,1,1,Gate
492748,1470,-72.550129,42.834577,in,,1,1,Gate
497618,1491,-74.555761,40.883422,out,,1,1,Gate
485342,1495,-74.995,39.83118,in,,1,1,Gate
487214,1496,-74.283814,40.594086,in,,1,1,Gate
396076,1519,-90.156625,38.703193,in,,1,1,Gate
433984,1525,-84.241067,32.073005,in,,1,1,Gate
475867,1535,-77.059483,42.15768,in,,1,1,Gate
442270,1537,-82.946565,39.920854,in,,1,1,Gate
481532,1549,-75.896158,42.105935,in,,1,1,Gate
469076,1552,-78.799322,42.885098,out,,1,1,Gate
439172,1553,-83.388489,41.16061,out,,1,1,Gate
446407,1555,-82.187814,34.902569,out,,1,1,Gate
431326,1571,-84.591636,36.988212,in,,1,1,Gate
467957,1585,-78.905145,36.984133,out,,1,1,Gate
448885,1586,-81.788224,41.461984,out,,1,1,Gate
444198,1606,-82.574215,38.402375,out,,1,1,Gate
459931,1607,-80.172445,36.165361,out,,1,1,Gate
438029,1615,-83.547352,41.637826,out,,1,1,Gate
478979,1622,-76.532123,39.247616,out,,1,1,Gate
428153,1626,-85.364142,40.19773,in,,1,1,Gate
447619,1633,-81.983277,33.382192,out,,1,1,Gate
425090,1636,-86.061073,41.663752,in,,1,1,Gate
477430,1638,-76.812432,42.101786,in,,1,1,Gate
452632,1651,-81.312118,37.29041,in,,1,1,Gate
398348,1656,-89.981092,35.115701,in,,1,1,Gate
429084,1657,-85.145413,34.275091,in,,1,1,Gate
439258,1658,-83.372051,41.166031,out,,1,1,Gate
443841,1662,-82.630795,36.593727,in,,1,1,Gate
436645,1665,-83.803015,34.301398,in,,1,1,Gate
476345,1668,-76.962299,42.876846,out,,1,1,Gate
431790,1670,-84.539902,38.289501,in,,1,1,Gate
431648,1670,-84.547462,38.275619,in,,1,1,Gate
428374,1678,-85.310801,40.971581,in,,1,1,Gate
439428,1682,-83.34266,32.882506,out,,1,1,Gate
456419,1683,-80.616587,40.31681,in,,1,1,Gate
479981,1687,-76.323912,40.057324,in,,1,1,Gate
461118,1698,-80.018705,35.947218,out,,1,1,Gate
488243,1699,-74.156522,41.117693,out,,1,1,Gate
421888,1707,-86.760041,34.641429,out,,1,1,Gate
448288,1714,-81.893219,31.618961,in,,1,1,Gate
434644,1727,-84.159567,36.222843,out,,1,1,Gate
482130,1731,-75.707946,40.838281,in,,1,1,Gate
448873,1734,-81.791519,41.425482,in,,1,1,Gate
439496,1740,-83.324901,32.883821,out,,1,1,Gate
418219,1751,-87.265336,33.173965,out,,1,1,Gate
434187,1763,-84.218762,39.705517,in,,1,1,Gate
451331,1764,-81.517767,41.349829,in,,1,1,Gate
475928,1767,-77.044417,35.118009,out,,1,1,Gate
433883,1773,-84.259822,33.918854,in,,1,1,Gate
444680,1778,-82.499041,40.754534,out,,1,1,Gate
431561,1779,-84.556956,35.986042,in,,1,1,Gate
435345,1782,-84.072648,32.247616,out,,1,1,Gate
449983,1796,-81.661795,37.685686,out,,1,1,Gate
438031,1808,-83.546711,42.1903,in,,1,1,Gate
433404,1811,-84.356005,39.463705,in,,1,1,Gate
454004,1818,-81.023604,34.929422,in,,1,1,Gate
431280,1823,-84.598282,37.059993,in,,1,1,Gate
419577,1831,-87.005049,32.412102,in,,1,1,Gate
449366,1841,-81.72202,30.359657,in,,1,1,Gate
421303,1843,-86.810291,40.375998,out,,1,1,Gate
429741,1846,-84.95072,32.451645,out,,1,1,Gate
446264,1885,-82.22966,37.655587,in,,1,1,Gate
438899,1890,-83.419562,41.153045,out,,1,1,Gate
429971,1895,-84.895362,33.463271,in,,1,1,Gate
444104,1898,-82.592029,36.616153,in,,1,1,Gate
308505,1900,-122.27989,38.291302,out,,1,1,Gate
449917,1912,-81.668181,40.476132,in,,1,1,Gate
415795,1923,-87.53986,37.307054,in,,1,1,Gate
493321,1926,-71.983931,42.556492,out,,1,1,Gate
464684,1933,-79.767501,34.600083,out,,1,1,Gate
321000,1934,-118.25223,33.772846,out,,1,1,Gate
322146,1938,-118.2078,33.768262,in,,1,1,Gate
322346,1941,-118.19442,33.739406,out,,1,1,Gate
322068,1949,-118.2134,33.749374,in,,1,1,Gate
301655,1961,-123.10822,45.615437,out,,1,1,Gate
303189,1962,-122.81589,45.902082,in,,1,1,Gate
302820,1967,-122.89649,45.159034,in,,1,1,Gate
301432,1969,-123.14623,45.23584,in,,1,1,Gate
301252,1971,-123.18819,44.859128,out,,1,1,Gate
460774,1972,-80.058843,40.46898,out,,1,1,Gate
326208,1974,-117.04112,48.179664,out,,1,1,Gate
456374,1975,-80.622563,33.063366,out,,1,1,Gate
463591,1982,-79.860947,33.144907,in,,1,1,Gate
300630,1985,-123.88262,46.972741,out,,1,1,Gate
370190,1993,-95.288159,29.743178,in,,1,1,Gate
492346,2000,-72.745951,42.131077,in,,1,1,Gate
415657,2010,-87.553256,38.308178,out,,1,1,Gate
493214,2017,-72.076377,41.51614,out,,1,1,Gate
493516,2021,-71.804781,42.245696,in,,1,1,Gate
481589,2025,-75.879249,41.174144,in,,1,1,Gate
423631,2034,-86.353262,33.317715,in,,1,1,Gate
453516,2048,-81.128301,32.102042,out,,1,1,Gate
321736,2055,-118.22616,34.059614,in,,1,1,Gate
364569,2083,-96.259339,37.36015,out,,1,1,Gate
494587,2089,-71.175744,44.472848,out,,1,1,Gate
493429,2090,-71.865045,44.812482,out,,1,1,Gate
444867,2098,-82.47365,31.24766,out,,1,1,Gate
402991,2109,-89.173781,36.996538,out,,1,1,Gate
305992,2124,-122.40311,47.253668,out,,1,1,Gate
374114,2130,-94.66811,33.011791,out,,1,1,Gate
368388,2131,-95.55728,33.6501,in,,1,1,Gate
363241,2132,-96.559753,33.776888,in,,1,1,Gate
400703,2134,-89.641936,40.6548,out,,1,1,Gate
419061,2136,-87.098109,40.759441,out,,1,1,Gate
324782,2138,-117.39399,35.711072,in,,1,1,Gate
437021,2153,-83.721481,38.638235,in,,1,1,Gate
356897,2155,-97.446518,29.514669,out,,1,1,Gate
349937,2169,-99.726248,32.448374,out,,1,1,Gate
389478,2172,-91.265992,30.358413,in,,1,1,Gate
380903,2175,-93.367103,43.645236,in,,1,1,Gate
368912,2183,-95.432731,29.155098,out,,1,1,Gate
324678,2187,-117.4349,33.966989,in,,1,1,Gate
311813,2196,-121.84168,39.719169,in,,1,1,Gate
336119,2209,-109.82918,41.624455,out,,1,1,Gate
360938,2211,-96.879195,28.656166,in,,1,1,Gate
357165,2244,-97.411602,27.807842,in,,1,1,Gate
313435,2257,-121.31093,38.722943,in,,1,1,Gate
308343,2262,-122.29098,37.829895,in,,1,1,Gate
364368,2267,-96.344713,29.599877,out,,1,1,Gate
369563,2270,-95.333151,29.715171,out,,1,1,Gate
337037,2276,-108.56306,39.060817,out,,1,1,Gate
368374,2283,-95.559379,31.615753,in,,1,1,Gate
369692,2287,-95.317455,29.786684,in,,1,1,Gate
368903,2290,-95.434172,29.784083,in,,1,1,Gate
412960,2299,-87.828472,42.584778,out,,1,1,Gate
358496,2310,-97.318655,32.744389,in,,1,1,Gate
337956,2323,-107.43912,38.928775,in,,1,1,Gate
369199,2334,-95.379093,29.00155,in,,1,1,Gate
321435,2379,-118.23321,34.0172,out,,1,1,Gate
321259,2401,-118.23892,33.775115,in,,1,1,Gate
353217,2408,-98.300727,29.231028,in,,1,1,Gate
337728,2417,-107.87797,38.47456,out,,1,1,Gate
338206,2443,-106.96259,40.307324,in,,1,1,Gate
384513,2453,-92.65215,41.301158,in,,1,1,Gate
338251,2461,-106.93746,40.22384,out,,1,1,Gate
395220,2473,-90.204671,35.185257,out,,1,1,Gate
411917,2475,-87.920566,41.897376,in,,1,1,Gate
369772,2479,-95.308783,36.220764,out,,1,1,Gate
374263,2493,-94.651581,43.978583,in,,1,1,Gate
312259,2497,-121.65431,36.678657,in,,1,1,Gate
352377,2520,-98.48926,29.403218,out,,1,1,Gate
337953,2523,-107.44422,38.928883,out,,1,1,Gate
374747,2542,-94.606632,39.100588,out,,1,1,Gate
338313,2544,-106.84335,40.489449,in,,1,1,Gate
380454,2545,-93.46947,30.237044,in,,1,1,Gate
357218,2551,-97.406899,30.567421,out,,1,1,Gate
378166,2552,-94.042936,33.418176,in,,1,1,Gate
409844,2573,-88.161795,39.86033,in,,1,1,Gate
404486,2585,-88.92812,37.86216,out,,1,1,Gate
338004,2586,-107.32973,39.548932,out,,1,1,Gate
315243,2599,-120.86094,35.926584,in,,1,1,Gate
464450,2611,-79.803347,40.431721,in,,1,1,Gate
456178,2627,-80.656715,28.587398,in,,1,1,Gate
323113,2628,-118.07671,33.756783,in,,1,1,Gate
451041,2630,-81.552,33.224685,out,,1,1,Gate
317910,2633,-119.43485,45.807348,out,,1,1,Gate
335128,2638,-111.01953,39.43921,in,,1,1,Gate
491726,2642,-73.173127,44.022692,in,,1,1,Gate
493276,2646,-72.02629,44.3758,in,,1,1,Gate
459417,2660,-80.240046,40.321264,out,,1,1,Gate
471180,2663,-78.222767,41.507551,in,,1,1,Gate
470330,2664,-78.442588,42.092723,out,,1,1,Gate
406409,2668,-88.646191,43.448852,out,,1,1,Gate
352265,2671,-98.501594,33.92561,out,,1,1,Gate
485447,2676,-74.955787,39.330234,in,,1,1,Gate
