link_id,from_node_id,to_node_id,dir_flag,length,vdf_length_mi,free_speed,vdf_free_speed_mph,lanes,capacity,vdf_toll,link_type,allowed_uses,vdf_alpha,vdf_beta,vdf_plf,ref_volume,ref_cost,vdf_fftt,geometry
29,29,10321,1,75.14822401779342,0.04669505761230904,2.0201135488654143,1.2552399759720514,1,100000.0,0.0,3,,0.15,4,1,429.62,1.17,2.232,"LINESTRING (-87.57775146199783 41.44572323403233, -87.57837712639383 41.44523662720929)"
30,30,10322,1,75.1583250393227,0.04670133411169965,2.0423457891120296,1.269054445326331,1,100000.0,0.0,3,,0.15,4,1,243.97,1.17,2.208,"LINESTRING (-87.57703641697383 41.427610646730336, -87.57766208136984 41.4271240399073)"
31,31,10323,1,74.84860551866419,0.0465088828455542,4.797987533247704,2.981330311521659,1,100000.0,0.0,3,,0.15,4,1,363.3,1.17,0.936,"LINESTRING (-87.72290560187017 41.98126107649878, -87.72353126626618 41.980774469675744)"
32,32,10324,1,74.85664537543803,0.046513878593360036,3.8192166007876547,2.3731504384480258,1,100000.0,0.0,3,,0.15,4,1,1990.47,1.17,1.176,"LINESTRING (-87.72183303433417 41.96693320893153, -87.72245869873016 41.96644660210849)"
33,33,10325,1,74.86210567512238,0.046517271474717826,3.46583822570011,2.153571364141503,1,100000.0,0.0,3,,0.15,4,1,1619.63,1.17,1.296,"LINESTRING (-87.72755339452618 41.95720107247075, -87.72817905892218 41.95671446564772)"
34,34,10326,1,74.87029501026345,0.04652236010430578,3.7435147505131727,2.326111504041121,1,100000.0,0.0,3,,0.15,4,1,2193.06,1.17,1.2,"LINESTRING (-87.71754276419016 41.9426028677796, -87.71816842858617 41.94211626095656)"
35,35,10327,1,74.86974909645828,0.04652202088835068,6.23914575803819,3.876824238817948,1,100000.0,0.0,3,,0.15,4,1,923.53,1.17,0.72,"LINESTRING (-87.70776094826182 41.943576081425675, -87.70838661265782 41.94308947460264)"
36,36,10328,1,74.87817976607035,0.046527259476599324,3.7439089883035175,2.326356471971145,1,100000.0,0.0,3,,0.15,4,1,2128.05,1.17,1.2,"LINESTRING (-87.72111798931017 41.92854533733626, -87.72174365370617 41.928058730513214)"
37,37,10329,1,74.87787652777045,0.04652707105258706,4.457016459986336,2.76946077475817,1,100000.0,0.0,3,,0.15,4,1,2438.97,1.17,1.008,"LINESTRING (-87.70252681868612 41.929086011584076, -87.70315248308212 41.92859940476104)"
38,38,10330,1,74.88636646241233,0.04653234646650946,3.7443183231206163,2.3266108207557803,1,100000.0,0.0,3,,0.15,4,1,1566.86,1.17,1.2,"LINESTRING (-87.73005605211019 41.9139471326451, -87.7306817165062 41.91346052582206)"
39,39,10331,1,74.88909506106883,0.04653404194332387,3.900473701097335,2.423641244124552,1,100000.0,0.0,3,,0.15,4,1,4524.87,1.17,1.152,"LINESTRING (-87.70145425115012 41.90908106441471, -87.70207991554612 41.90859445759167)"
40,40,10332,1,74.89440024358905,0.04653733843910488,3.744720012179452,2.3268604186879585,1,100000.0,0.0,3,,0.15,4,1,1914.75,1.17,1.2,"LINESTRING (-87.71968789926217 41.899619265077845, -87.72031356365817 41.89913265825481)"
41,41,10333,1,74.89424867371444,0.04653724425771711,3.4042840306233835,2.1153233723924822,1,100000.0,0.0,3,,0.15,4,1,3974.05,1.17,1.32,"LINESTRING (-87.70931974641414 41.89988960220176, -87.70994541081014 41.89940299537872)"
42,42,10334,1,74.90243272655553,0.04654232960502786,3.745121636327777,2.327109976286627,1,100000.0,0.0,3,,0.15,4,1,2321.34,1.17,1.2,"LINESTRING (-87.71933037675016 41.8852913975106, -87.71995604114616 41.88480479068756)"
43,43,10335,1,74.9021296371119,0.04654214127351082,3.7451064818555952,2.3271005597370933,1,100000.0,0.0,3,,0.15,4,1,3322.34,1.17,1.2,"LINESTRING (-87.6953763684461 41.885832071758415, -87.6960020328421 41.88534546493538)"
44,44,10336,1,74.9021296371119,0.04654214127351082,4.567203026653165,2.8379275118745038,1,100000.0,0.0,3,,0.15,4,1,779.17,1.17,0.984,"LINESTRING (-87.6907285757901 41.885832071758415, -87.6913542401861 41.88534546493538)"
45,45,10337,1,74.91046391026924,0.04654731996363059,3.7455231955134622,2.3273594935193955,1,100000.0,0.0,3,,0.15,4,1,2540.96,1.17,1.2,"LINESTRING (-87.71396753907015 41.870963529943346, -87.71459320346615 41.87047692312031)"
46,46,10338,1,74.91031239093765,0.04654722581364886,3.7455156195468824,2.327354786033466,1,100000.0,0.0,3,,0.15,4,1,3831.61,1.17,1.2,"LINESTRING (-87.69752150351812 41.87123386706726, -87.69814716791412 41.87074726024422)"
47,47,10339,1,74.91000935059132,0.04654703751263955,4.355233101778565,2.706215547685249,1,100000.0,0.0,3,,0.15,4,1,4205.77,1.17,1.032,"LINESTRING (-87.68858344071809 41.87177454131508, -87.68920910511409 41.87128793449204)"
48,48,10340,1,74.91849379280805,0.046552309513718707,3.7459246896404026,2.327608970326547,1,100000.0,0.0,3,,0.15,4,1,2153.96,1.17,1.2,"LINESTRING (-87.71825780921417 41.8566356623761, -87.71888347361016 41.85614905555306)"
49,49,10341,1,74.91834229826361,0.04655221537913904,3.7459171149131807,2.327604263610718,1,100000.0,0.0,3,,0.15,4,1,3603.1,1.17,1.2,"LINESTRING (-87.69930911607811 41.85690599950001, -87.69993478047412 41.85641939267697)"
50,50,10342,1,74.91894827456733,0.046552591916293226,3.7459474137283664,2.3276230904158086,1,100000.0,0.0,3,,0.15,4,1,4770.6,1.17,1.2,"LINESTRING (-87.67821528787007 41.85582465100437, -87.67884095226607 41.85533804418133)"
51,51,10343,1,74.92652237258302,0.04655729825430489,3.746326118629151,2.3278584066587142,1,100000.0,0.0,3,,0.15,4,1,1880.99,1.17,1.2,"LINESTRING (-87.71754276419016 41.842307794808846, -87.71816842858617 41.84182118798581)"
52,52,10344,1,74.92879437542233,0.04655871001492683,3.7464397187711165,2.3279289944925274,1,100000.0,0.0,3,,0.15,4,1,2315.65,1.17,1.2,"LINESTRING (-87.6935887558861 41.83825273795019, -87.69421442028211 41.837766131127154)"
53,53,10345,1,74.92682531231931,0.04655748649279787,3.6022512169384284,2.2383344409202484,1,100000.0,0.0,3,,0.15,4,1,3222.06,1.17,1.248,"LINESTRING (-87.67750024284607 41.84176712056103, -87.67812590724206 41.841280513737985)"
54,54,4051,1,77.76513784138996,0.04832113651645393,16.20107038362291,10.066875305342151,1,100000.0,0.0,3,,0.15,4,1,513.52,1.17,0.288,"LINESTRING (-87.68812581190274 41.8205618765615, -87.6888515826021 41.82100522944471)"
55,55,2447,1,80.80411696688675,0.05020947529228551,16.834191034768075,10.460278117464874,1,100000.0,0.0,3,,0.15,4,1,653.42,1.17,0.288,"LINESTRING (-87.6832241782632 41.820715968722126, -87.68384626743408 41.82127556656862)"
56,56,4053,1,79.14205647026888,0.04917671621302453,16.48792843130602,10.245120577289054,1,100000.0,0.0,3,,0.15,4,1,537.25,1.17,0.288,"LINESTRING (-87.67644555143566 41.82092412830754, -87.67598077217006 41.82154590369253)"
57,57,4056,1,79.65865182261727,0.04949771448085382,16.595552463045266,10.3119950295149,1,100000.0,0.0,3,,0.15,4,1,321.57,1.17,0.288,"LINESTRING (-87.67209807768974 41.820897094595146, -87.67169050202605 41.82154590369253)"
58,58,4065,1,75.5345450466614,0.04693510696724211,14.525874047434886,9.025956882728662,1,100000.0,0.0,3,,0.15,4,1,935.98,1.17,0.312,"LINESTRING (-87.66578065490268 41.8196562471964, -87.66632766434604 41.81911286957734)"
59,59,2462,1,76.61453315793233,0.047606182135491774,14.73356406883314,9.155009439014917,1,100000.0,0.0,3,,0.15,4,1,624.75,1.17,0.312,"LINESTRING (-87.66146893340795 41.8196562471964, -87.66203739420203 41.81911286957734)"
60,60,4100,1,77.11113172713772,0.047914754947455306,6.4259276439281425,3.992885086035274,1,100000.0,0.0,3,,0.15,4,1,572.97,1.17,0.72,"LINESTRING (-87.65204821521672 41.81687177482012, -87.65274180889001 41.81640949833823)"
61,61,10352,1,74.94106138235871,0.046566332398597386,14.411742573530521,8.955038894657234,1,100000.0,0.0,3,,0.15,4,1,165.87,1.17,0.312,"LINESTRING (-87.68822591820609 41.816355430913454, -87.6888515826021 41.815868824090416)"
62,62,7517,1,79.30205986744895,0.04927613796180357,15.250396128355566,9.476153892672427,1,100000.0,0.0,3,,0.15,4,1,173.68,1.17,0.312,"LINESTRING (-87.68156527380752 41.815571453254115, -87.68098608733807 41.81613916121432)"
63,63,9339,1,80.39826725285101,0.04995729134480658,15.461205240932886,9.607144561763707,1,100000.0,0.0,3,,0.15,4,1,489.1,1.17,0.312,"LINESTRING (-87.67778983608079 41.81529300601648, -87.67848342975407 41.81478747559477)"
64,64,10353,1,74.94075853083388,0.0465661442149166,14.411684332852667,8.955002705588996,1,100000.0,0.0,3,,0.15,4,1,339.92,1.17,0.312,"LINESTRING (-87.67356749521406 41.81689610516128, -87.67419315961006 41.81640949833823)"
65,65,10354,1,74.94075853083388,0.0465661442149166,12.490126421805646,7.761002344843797,1,100000.0,0.0,3,,0.15,4,1,1219.66,1.17,0.36,"LINESTRING (-87.66605952246204 41.81689610516128, -87.66668518685805 41.81640949833823)"
66,66,9912,1,81.0666445594278,0.050372602780908826,13.5111074265713,8.395410332756036,1,100000.0,0.0,3,,0.15,4,1,891.34,1.17,0.36,"LINESTRING (-87.65993158660635 41.81588234094661, -87.66060730415403 41.81640949833823)"
67,67,4726,1,72.71389793349235,0.045182433751408874,15.148728736144239,9.412980723506681,1,100000.0,0.0,3,,0.15,4,1,105.36,1.17,0.288,"LINESTRING (-87.68448980795569 41.81103249294366, -87.68491883497008 41.81046208161221)"
68,68,9340,1,76.51245598367618,0.04754275416237475,15.940094996599203,9.904712768131844,1,100000.0,0.0,3,,0.15,4,1,130.77,1.17,0.288,"LINESTRING (-87.68134360985007 41.81224901000125, -87.68205865487408 41.811813767231754)"
69,69,2547,1,59.16184519262919,0.03676155765259621,12.32538441513108,7.658636439414414,1,100000.0,0.0,3,,0.15,4,1,634.04,1.17,0.288,"LINESTRING (-87.67627751585502 41.81121632218792, -87.67598077217006 41.810732418736116)"
70,70,2548,1,64.96485840255025,0.04036739185165985,13.534345500531302,8.409849798010635,1,100000.0,0.0,3,,0.15,4,1,619.68,1.17,0.288,"LINESTRING (-87.67210165291485 41.81122983904411, -87.67169050202605 41.810732418736116)"
71,71,10357,1,74.94393838565102,0.04656812009000648,14.412295843394427,8.955382680505839,1,100000.0,0.0,3,,0.15,4,1,1261.43,1.17,0.312,"LINESTRING (-87.66570199995004 41.811219025559154, -87.66632766434604 41.810732418736116)"
72,72,9918,1,77.00272044356572,0.04784739113149846,12.031675069307143,7.476133969490449,1,100000.0,0.0,3,,0.15,4,1,450.96,1.17,0.384,"LINESTRING (-87.66147608385819 41.81198137624858, -87.66239491671404 41.81208410435567)"
73,73,10355,1,74.94560394380557,0.04656915502243502,14.412616143039532,8.955581705416618,1,100000.0,0.0,3,,0.15,4,1,208.76,1.17,0.312,"LINESTRING (-87.68429317057408 41.80824531719614, -87.68491883497008 41.8077587103731)"
74,74,2645,1,74.10464322827956,0.04604660496121364,14.250892928515299,8.85509158988448,1,100000.0,0.0,3,,0.15,4,1,862.11,1.17,0.312,"LINESTRING (-87.68151164543072 41.80828586776473, -87.68205865487408 41.8077587103731)"
75,75,2683,1,77.87486463963283,0.048389317757361924,14.975935507621697,9.305612022306402,1,100000.0,0.0,3,,0.15,4,1,2041.33,1.17,0.312,"LINESTRING (-87.67603440054687 41.80852646780501, -87.67669581719406 41.808029047497016)"
76,76,2702,1,78.74399465483194,0.04892937145341068,15.143075895159988,9.409468212051458,1,100000.0,0.0,3,,0.15,4,1,1117.61,1.17,0.312,"LINESTRING (-87.67174770562798 41.8085399846612, -87.67240554705005 41.808029047497016)"
77,77,4363,1,74.75398551506412,0.046450088554975406,13.348925984832876,8.294635488121589,1,100000.0,0.0,3,,0.15,4,1,1081.31,1.17,0.336,"LINESTRING (-87.66745028503372 41.80848321386518, -87.66811527690605 41.808029047497016)"
78,78,2485,1,79.2377363899642,0.049236169106568035,12.380896310931906,7.693129921620069,1,100000.0,0.0,3,,0.15,4,1,761.35,1.17,0.384,"LINESTRING (-87.66177640276827 41.8088373554975, -87.66239491671404 41.80938073311656)"
79,79,4738,1,74.89175147418744,0.04653569256601306,15.60244822378905,9.694908855264027,1,100000.0,0.0,3,,0.15,4,1,269.23,1.17,0.288,"LINESTRING (-87.68423239174705 41.804682273903005, -87.68491883497008 41.80424432776227)"
80,80,2650,1,74.91868584389266,0.046552428849026724,15.608059550810973,9.698395571146966,1,100000.0,0.0,3,,0.15,4,1,630.22,1.17,0.288,"LINESTRING (-87.67998144907935 41.804044278290576, -87.68062856482608 41.80451466488618)"
81,81,4414,1,76.60926554810479,0.047602908986357634,15.960263655855165,9.91724498810238,1,100000.0,0.0,3,,0.15,4,1,2490.86,1.17,0.288,"LINESTRING (-87.67603082532175 41.80538785379641, -87.67669581719406 41.80586635050573)"
82,82,10361,1,74.94726944355934,0.04657018991857491,15.614014467408193,9.702095783627897,1,100000.0,0.0,3,,0.15,4,1,2209.2,1.17,0.288,"LINESTRING (-87.67177988265405 41.805271608833124, -87.67240554705005 41.80478500201009)"
83,83,10362,1,74.94802647328189,0.04657066031620533,14.413082014092671,8.955871184178777,1,100000.0,0.0,3,,0.15,4,1,755.14,1.17,0.312,"LINESTRING (-87.66713208999803 41.80391992321358, -87.66775775439405 41.80343331639054)"
84,84,4474,1,77.30244085215782,0.04803362922201513,10.171373796336555,6.320196707203442,1,100000.0,0.0,3,,0.15,4,1,672.45,1.17,0.456,"LINESTRING (-87.66170489826587 41.80323597029008, -87.66239491671404 41.80370365351445)"
85,85,4324,1,76.58052168856938,0.04758504833569624,14.727023401647957,9.150945258105393,1,100000.0,0.0,3,,0.15,4,1,88.25,1.17,0.312,"LINESTRING (-87.68430747147457 41.80156528686432, -87.68491883497008 41.802081630770985)"
86,86,2675,1,78.00832864919869,0.04847224865423012,15.00160166330744,9.321560227131007,1,100000.0,0.0,3,,0.15,4,1,715.56,1.17,0.312,"LINESTRING (-87.6813293089496 41.801638277887776, -87.68205865487408 41.802081630770985)"
87,87,4505,1,75.76745980218188,0.04707983384628598,14.570665346573437,9.053788897065683,1,100000.0,0.0,3,,0.15,4,1,683.32,1.17,0.312,"LINESTRING (-87.67460788572397 41.801878877928054, -87.67526572714605 41.80235196789489)"
88,88,2780,1,77.03064643413836,0.04786474358068424,14.813585852718916,9.204732654889806,1,100000.0,0.0,3,,0.15,4,1,639.79,1.17,0.312,"LINESTRING (-87.67031761557998 41.80186265770062, -87.67097545700204 41.80235196789489)"
89,89,4530,1,74.26468910829865,0.046146053107670636,13.261551626481902,8.240343595698686,1,100000.0,0.0,3,,0.15,4,1,609.21,1.17,0.336,"LINESTRING (-87.6669283021662 41.80129765311165, -87.66740023188204 41.80072994515143)"
90,90,4336,1,72.83028808210472,0.045254755416571216,15.172976683771816,9.428047694971978,1,100000.0,0.0,3,,0.15,4,1,38.08,1.17,0.288,"LINESTRING (-87.68430747147457 41.79701551306891, -87.68491883497008 41.79748589966451)"
91,91,4344,1,76.61415633160223,0.0476059479858838,14.733491602231197,9.15496441037,1,100000.0,0.0,3,,0.15,4,1,146.76,1.17,0.312,"LINESTRING (-87.67960605044175 41.79796439637383, -87.68027104231408 41.79748589966451)"
92,92,4513,1,76.68338910090932,0.047648967341213995,14.746805596328716,9.163237340196371,1,100000.0,0.0,3,,0.15,4,1,101.51,1.17,0.312,"LINESTRING (-87.67499401003694 41.79896194036106, -87.67490820463406 41.79964859665579)"
93,93,9345,1,73.48062093936792,0.045658854523822144,15.308462695701651,9.512234773690832,1,100000.0,0.0,3,,0.15,4,1,387.11,1.17,0.288,"LINESTRING (-87.67107913853053 41.79700740295519, -87.67169050202605 41.79748589966451)"
94,94,10365,1,70.91141511756129,0.04406242007130954,13.636810599531016,8.473518639041187,1,100000.0,0.0,3,,0.15,4,1,184.3,1.17,0.312,"LINESTRING (-87.66500483105163 41.798118488534456, -87.66561261932203 41.79856724816015)"
95,95,4544,1,77.27869996024846,0.048018877279038905,9.659837495031057,6.0023428841249435,1,100000.0,0.0,3,,0.15,4,1,122.73,1.17,0.48,"LINESTRING (-87.66139385368042 41.79806442110968, -87.66203739420203 41.79856724816015)"
96,96,4338,1,73.05008680872658,0.045391332352844385,14.048093617062802,8.729077978927931,1,100000.0,0.0,3,,0.15,4,1,35.68,1.17,0.312,"LINESTRING (-87.6837068336544 41.79428510811741, -87.68313122241008 41.7947825284254)"
97,97,4642,1,79.40227970422568,0.049338411836048125,15.269669173889552,9.488129604248925,1,100000.0,0.0,3,,0.15,4,1,31.19,1.17,0.312,"LINESTRING (-87.67964537791806 41.794241854177585, -87.68027104231408 41.7947825284254)"
98,98,10364,1,107.88455171493246,0.06703651914134519,20.747029175948548,12.891602266088325,1,100000.0,0.0,3,,0.15,4,1,0.69,1.17,0.312,"LINESTRING (-87.67271301641037 41.79349031697311, -87.67169050202605 41.79289016855803)"
99,99,2500,1,75.47780723837654,0.04689985164003663,14.514962930457026,9.019177031061012,1,100000.0,0.0,3,,0.15,4,1,64.74,1.17,0.312,"LINESTRING (-87.66960257055597 41.794871739676296, -87.66883032193005 41.79451219130149)"
100,100,2514,1,79.42700452173011,0.04935377516356402,14.18339366459466,8.81314950476285,1,100000.0,0.0,3,,0.15,4,1,166.76,1.17,0.336,"LINESTRING (-87.66487612294732 41.794055321562084, -87.66561261932203 41.79451219130149)"
101,101,2426,1,73.4191359233547,0.04562064941115905,7.3419135923354695,4.562052190783083,1,100000.0,0.0,3,,0.15,4,1,674.21,1.17,0.6,"LINESTRING (-87.70704590323781 41.82842328012481, -87.70708523071414 41.82776365754247)"
102,102,6438,1,123.37895008704987,0.0766643158605701,12.337895008704988,7.666410159454028,1,100000.0,0.0,3,,0.15,4,1,419.59,1.17,0.6,"LINESTRING (-87.69044970823073 41.828917997061566, -87.68920910511409 41.82830433179029)"
103,103,2556,1,81.07155627698975,0.050375654788291944,8.107155627698974,5.037551399538939,1,100000.0,0.0,3,,0.15,4,1,650.21,1.17,0.6,"LINESTRING (-87.68388917013552 41.831267226668345, -87.68456131245809 41.830737365905485)"
104,104,10348,1,74.93409530756611,0.0465620038696398,7.493409530756611,4.656187373535766,1,100000.0,0.0,3,,0.15,4,1,1758.1,1.17,0.6,"LINESTRING (-87.67821528787007 41.82879093861333, -87.67884095226607 41.82830433179029)"
105,105,6629,1,76.86123324299524,0.04775947484247906,11.303122535734595,7.023432553151941,1,100000.0,0.0,3,,0.15,4,1,1052.78,1.17,0.408,"LINESTRING (-87.66988858856557 41.82900180156998, -87.67061793449005 41.8285746689142)"
106,106,6759,1,81.7064721204401,0.05077017418347901,8.17064721204401,5.077003228794998,1,100000.0,0.0,3,,0.15,4,1,626.23,1.17,0.6,"LINESTRING (-87.70702802711222 41.82119176206021, -87.70780027573814 41.8207348923208)"
107,107,10347,1,74.93788134037256,0.04656435640720579,7.493788134037255,4.656422626634863,1,100000.0,0.0,3,,0.15,4,1,191.8,1.17,0.6,"LINESTRING (-87.69680645849411 41.82203251051557, -87.6974321228901 41.82154590369253)"
108,108,2555,1,81.02389987335233,0.05034604239834488,8.102389987335233,5.034590168820481,1,100000.0,0.0,3,,0.15,4,1,925.55,1.17,0.6,"LINESTRING (-87.68350304582256 41.827796097997336, -87.68420378994608 41.82830433179029)"
109,109,8842,1,79.24129139276717,0.04923837808838852,7.924129139276717,4.923824047401513,1,100000.0,0.0,3,,0.15,4,1,1561.48,1.17,0.6,"LINESTRING (-87.67390714160045 41.82804751152258, -87.67455068212206 41.8285746689142)"
110,110,10349,1,102.04578926812974,0.06340847134112726,9.11123118465444,5.661454832439913,1,100000.0,0.0,3,,0.15,4,1,3871.49,1.17,0.672,"LINESTRING (-87.66743598413325 41.82464937387502, -87.66632766434604 41.82424927493164)"
111,111,10351,1,90.37534910761731,0.05615677800068185,9.037534910761732,5.615662105034928,1,100000.0,0.0,3,,0.15,4,1,707.56,1.17,0.6,"LINESTRING (-87.70029230298611 41.81621215223778, -87.69957725796212 41.8155984869665)"
112,112,6763,1,77.16999868008575,0.04795133326710686,7.716999868008576,4.795119924984356,1,100000.0,0.0,3,,0.15,4,1,489.85,1.17,0.6,"LINESTRING (-87.69486868647907 41.82062135072876, -87.69564451033011 41.82100522944471)"
113,113,6918,1,79.95261365630105,0.0496803743499205,7.995261365630106,4.968023550022944,1,100000.0,0.0,3,,0.15,4,1,425.68,1.17,0.6,"LINESTRING (-87.70238738490644 41.81062969062903, -87.70315248308212 41.81019174448829)"
